part,arm,policy,split_fit,alpha,band_mode,campus,regime,u,beta,rho,seed,inst_id,n_wos,rule,m0_alone,oracle,rule_sup,m0_sup,m0_sup_revfrac,m0_sup_orr,rule_sup_revfrac,rule_sup_orr
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0026,2253,5006.202000,1921.342400,1938.243600,4967.459200,1923.279200,0.0200,0.0294,0.0200,0.2059
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0027,2253,2535.368000,1692.072400,1685.882800,2439.214000,1676.476800,0.0184,0.0345,0.0203,0.2188
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0028,2253,2083.722400,1362.850800,1316.495200,2073.912400,1336.266400,0.0202,0.0312,0.0203,0.0312
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.02,303,c09_storm2_w80_u100_0029,2253,4540.255600,1966.249200,1226.778800,4193.297600,1933.862800,0.0194,0.0571,0.0194,0.3714
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,301,c09_storm2_w80_u100_0020,2253,2113.920800,1655.786800,1660.290800,2086.646800,1646.085600,0.0496,0.0120,0.0502,0.1310
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,301,c09_storm2_w80_u100_0021,2253,2468.501600,2139.388000,2178.691200,2432.733600,2140.568800,0.0486,0.0139,0.0499,0.1622
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,301,c09_storm2_w80_u100_0022,2253,1216.011200,987.578800,991.862400,1173.292400,979.986800,0.0503,0.0395,0.0503,0.0400
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,301,c09_storm2_w80_u100_0023,2253,5676.362400,2648.299200,2621.206400,5199.813200,2571.911200,0.0502,0.0349,0.0501,0.3412
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,301,c09_storm2_w80_u100_0024,2253,4396.206800,2085.357200,1996.894800,3942.843200,1994.968400,0.0505,0.1000,0.0500,0.2405
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,301,c09_storm2_w80_u100_0025,2253,6411.756400,2759.628800,2533.840800,5950.044400,2628.013600,0.0500,0.1124,0.0501,0.2022
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,301,c09_storm2_w80_u100_0026,2253,5006.202000,1971.108800,1938.243600,4821.464400,1949.885200,0.0482,0.0488,0.0501,0.1529
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,301,c09_storm2_w80_u100_0027,2253,2535.368000,1727.827600,1685.882800,2413.138000,1696.001200,0.0499,0.0633,0.0500,0.1899
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,301,c09_storm2_w80_u100_0028,2253,2083.722400,1304.724400,1316.495200,2020.333200,1304.724400,0.0487,0.0000,0.0501,0.1013
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,301,c09_storm2_w80_u100_0029,2253,4540.255600,1568.852800,1226.778800,3955.459200,1416.551200,0.0499,0.0778,0.0505,0.1868
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,301,c09_storm2_w80_u100_0020,2253,2113.920800,1707.009600,1660.290800,2117.180800,1698.103200,0.0203,0.0588,0.0203,0.1176
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.02,301,c09_storm2_w80_u100_0021,2253,2468.501600,2160.517200,2178.691200,2465.289600,2148.672000,0.0202,0.0333,0.0202,0.1333
