cell,decider,true_class,scope,n_orders,n_seeds,attain_pct_mean,attain_pct_sd,twt_per_inst_mean,twt_per_inst_sd
c9_storm2_u100_b0.75_r0.25,oracle,1,cm,1907,3,86.05138961719979,0.0,1573.84032,2.2737367544323206e-13
c9_storm2_u100_b0.75_r0.25,oracle,1,pm,0,3,nan,nan,0.0,0.0
c9_storm2_u100_b0.75_r0.25,oracle,2,cm,1414,3,98.37340876944837,0.0,75.01132000000003,0.0
c9_storm2_u100_b0.75_r0.25,oracle,2,pm,3075,3,98.92682926829268,0.0,140.9516,0.0
c9_storm2_u100_b0.75_r0.25,oracle,3,cm,744,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,oracle,3,pm,4430,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,oracle,4,cm,270,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,oracle,4,pm,10799,3,100.0,0.0,0.0,0.0
c9_storm2_u100_b0.75_r0.25,oracle,0,cm,4335,3,93.33333333333333,0.0,1648.85164,0.0
c9_storm2_u100_b0.75_r0.25,oracle,0,pm,18304,3,99.81971153846153,0.0,140.9516,0.0
